Car ID,Brand,Model,Year,Fuel Type,Transmission,Engine Size,Mileage,Condition,Price,Car_Age,MRI,Triangle_Score,Audit_Flag
593,Honda,Accord,2020,Petrol,Automatic,3.5,84179.0,New,73208.06,6,14029.8,42,STAT: New+Mileage>50k | CREATIVE: TriScore<50
594,Mercedes,C-Class,2007,Petrol,Manual,3.5,291409.0,Used,34545.98,19,15337.3,100,
595,Audi,A3,2013,Electric,Automatic,1.3,260226.0,New,34075.55,13,20017.4,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
596,BMW,X3,2003,Petrol,Automatic,1.2,23880.0,New,68420.48,23,1038.3,50,
597,Honda,Civic,2010,Electric,Automatic,3.8,201264.0,Used,72013.84,16,12579.0,100,RELATIONAL: ElecLargeEngine
598,BMW,X5,2019,Petrol,Manual,3.2,172438.0,Like New,94015.92,7,24634.0,80,STAT: LikeNew+Mileage>100k
599,Tesla,Model Y,2014,Electric,Manual,5.2,245352.0,Like New,26359.66,12,20446.0,80,STAT: LikeNew+Mileage>100k | RELATIONAL: ElecLargeEngine
600,Honda,Civic,2018,Hybrid,Manual,1.8,67396.0,New,49480.67,8,8424.5,36,STAT: New+Mileage>50k | CREATIVE: TriScore<50
601,Honda,CR-V,2006,Electric,Automatic,1.1,279250.0,Like New,28798.78,20,13962.5,80,STAT: LikeNew+Mileage>100k
602,Ford,Focus,2018,Electric,Manual,3.2,56731.0,Like New,12608.76,8,7091.4,100,
604,Toyota,Prius,2010,Hybrid,Manual,1.2,249091.0,Used,40537.67,16,15568.2,100,
605,Audi,A4,2004,Hybrid,Manual,4.6,294743.0,New,30691.24,22,13397.4,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
606,Audi,A4,2004,Hybrid,Manual,1.6,71326.0,New,33214.51,22,3242.1,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
607,BMW,3 Series,2021,Petrol,Manual,4.0,248876.0,New,39239.12,5,49775.2,45,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
608,Tesla,Model 3,2007,Electric,Automatic,2.4,9004.0,Used,98939.58,19,473.9,75,CREATIVE: MRI<500mi/yr
609,Honda,Civic,2009,Hybrid,Automatic,1.9,115018.0,Used,79380.99,17,6765.8,100,
610,Toyota,Prius,2005,Petrol,Automatic,2.9,25792.0,Used,11783.11,21,1228.2,100,
611,BMW,5 Series,2014,Petrol,Automatic,5.0,54645.0,Used,87879.25,12,4553.8,100,
613,BMW,X5,2016,Diesel,Automatic,4.8,54766.0,Like New,89606.41,10,5476.6,100,
615,Honda,Fit,2007,Diesel,Automatic,4.9,81588.0,Used,49129.29,19,4294.1,100,
616,Ford,Focus,2008,Electric,Manual,2.2,179614.0,Like New,90141.57,18,9978.6,80,STAT: LikeNew+Mileage>100k
617,BMW,X3,2001,Petrol,Automatic,4.4,5913.0,New,30894.45,25,236.5,65,CREATIVE: MRI<500mi/yr
619,Toyota,Camry,2017,Petrol,Manual,5.6,113693.0,Used,83707.47,9,12632.6,100,
620,Audi,Q7,2002,Electric,Manual,2.9,93449.0,Like New,98153.0,24,3893.7,80,
623,Audi,Q7,2003,Electric,Manual,5.1,206040.0,Like New,36432.36,23,8958.3,80,STAT: LikeNew+Mileage>100k | RELATIONAL: ElecLargeEngine
624,BMW,3 Series,2013,Diesel,Automatic,3.6,262463.0,New,95691.73,13,20189.5,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
625,Ford,Fiesta,2008,Diesel,Manual,4.9,90005.0,Like New,36641.96,18,5000.3,80,
626,Toyota,Prius,2008,Petrol,Automatic,2.2,223098.0,New,58695.12,18,12394.3,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
627,Toyota,Camry,2022,Diesel,Automatic,2.7,4791.0,Like New,43349.53,4,1197.8,100,
628,Honda,Fit,2017,Diesel,Automatic,1.2,131401.0,Like New,42640.91,9,14600.1,80,STAT: LikeNew+Mileage>100k
629,Ford,Explorer,2009,Hybrid,Automatic,5.8,205459.0,Used,23370.97,17,12085.8,100,
630,BMW,X5,2020,Petrol,Automatic,4.3,61032.0,Used,56022.56,6,10172.0,100,
631,Audi,A4,2003,Electric,Manual,5.7,175150.0,New,85693.4,23,7615.2,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine | TREND: OldNewExpensive
632,Audi,Q7,2011,Petrol,Manual,2.3,21300.0,Used,9701.08,15,1420.0,100,
634,Tesla,Model 3,2001,Electric,Automatic,4.4,191634.0,Used,68219.93,25,7665.4,100,RELATIONAL: ElecLargeEngine
635,Mercedes,GLA,2021,Petrol,Automatic,2.6,90045.0,Used,63590.12,5,18009.0,100,
636,Honda,Civic,2012,Petrol,Manual,5.2,267847.0,Used,64460.52,14,19131.9,100,
637,Audi,Q7,2020,Diesel,Manual,5.7,223717.0,New,33145.63,6,37286.2,42,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
638,Ford,Focus,2015,Diesel,Manual,5.4,219162.0,New,44438.73,11,19923.8,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
639,Honda,Civic,2001,Petrol,Manual,4.7,27676.0,Used,80932.55,25,1107.0,100,
640,Ford,Focus,2010,Diesel,Manual,2.4,220412.0,Used,34106.2,16,13775.8,100,
641,Tesla,Model X,2009,Electric,Manual,2.4,176512.0,New,49651.92,17,10383.1,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
642,Toyota,Corolla,2014,Diesel,Manual,5.8,167995.0,Like New,6865.07,12,13999.6,80,STAT: LikeNew+Mileage>100k
643,Honda,CR-V,2016,Diesel,Manual,1.1,291946.0,New,74688.04,10,29194.6,30,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
645,Honda,Accord,2017,Hybrid,Manual,4.5,68147.0,Used,54909.08,9,7571.9,100,
646,Honda,Civic,2022,Diesel,Manual,4.1,22075.0,Used,15895.49,4,5518.8,100,
647,Honda,Accord,2008,Electric,Manual,6.0,205788.0,New,99212.85,18,11432.7,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine | TREND: OldNewExpensive
648,Mercedes,GLA,2007,Petrol,Manual,2.6,9304.0,Used,33734.44,19,489.7,75,CREATIVE: MRI<500mi/yr
649,Honda,Civic,2013,Hybrid,Automatic,2.7,129851.0,Like New,65324.02,13,9988.5,80,STAT: LikeNew+Mileage>100k
650,Ford,Fiesta,2017,Hybrid,Manual,1.4,59622.0,Like New,60217.45,9,6624.7,100,
651,Toyota,Camry,2021,Diesel,Automatic,3.2,108654.0,New,79583.76,5,21730.8,45,STAT: New+Mileage>50k | CREATIVE: TriScore<50
652,Tesla,Model S,2019,Electric,Automatic,2.3,249109.0,Like New,32914.51,7,35587.0,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
653,BMW,X3,2019,Electric,Automatic,2.7,286172.0,New,76813.1,7,40881.7,39,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
654,Honda,CR-V,2020,Diesel,Manual,5.2,39328.0,New,41337.66,6,6554.7,47,CREATIVE: TriScore<50
655,Audi,Q5,2011,Petrol,Manual,5.7,289445.0,Like New,44060.29,15,19296.3,80,STAT: LikeNew+Mileage>100k
656,Honda,Accord,2018,Diesel,Manual,1.9,218348.0,Like New,68907.69,8,27293.5,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
657,Audi,A3,2013,Diesel,Automatic,2.9,36845.0,Like New,79507.15,13,2834.2,100,
658,Ford,Explorer,2016,Diesel,Automatic,5.6,76394.0,Like New,68352.33,10,7639.4,100,
659,Audi,Q7,2023,Diesel,Automatic,1.3,175231.0,Like New,90488.55,3,58410.3,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
660,BMW,3 Series,2020,Diesel,Automatic,1.5,80722.0,Like New,32090.11,6,13453.7,80,
661,Toyota,Corolla,2002,Diesel,Manual,1.8,287374.0,Like New,90558.59,24,11973.9,80,STAT: LikeNew+Mileage>100k
662,Audi,A4,2022,Diesel,Manual,4.0,92554.0,Used,17432.03,4,23138.5,100,
663,Audi,A4,2006,Electric,Manual,1.8,49262.0,New,67655.38,20,2463.1,30,CREATIVE: TriScore<50
664,Toyota,Corolla,2016,Hybrid,Automatic,5.8,41722.0,New,57024.91,10,4172.2,30,CREATIVE: TriScore<50
665,BMW,X5,2011,Electric,Automatic,3.2,171231.0,Like New,51990.41,15,11415.4,80,STAT: LikeNew+Mileage>100k
666,Honda,Civic,2008,Diesel,Manual,3.5,240740.0,New,34536.64,18,13374.4,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
667,Audi,A3,2014,Diesel,Manual,2.2,87052.0,Like New,52854.61,12,7254.3,80,
668,Toyota,Camry,2017,Electric,Automatic,3.4,100808.0,Used,20368.47,9,11200.9,100,
670,Toyota,Camry,2012,Hybrid,Manual,4.8,262128.0,New,14374.69,14,18723.4,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
672,BMW,X5,2007,Hybrid,Automatic,3.9,246052.0,Used,14097.95,19,12950.1,100,
673,Honda,Fit,2013,Diesel,Automatic,5.5,104697.0,Used,20232.74,13,8053.6,100,
674,Toyota,RAV4,2007,Petrol,Manual,5.1,231572.0,New,13119.35,19,12188.0,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
675,Tesla,Model X,2013,Electric,Automatic,4.8,232842.0,New,41224.51,13,17910.9,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
676,Tesla,Model Y,2006,Electric,Manual,1.3,96299.0,Used,84986.05,20,4815.0,100,
677,Mercedes,GLC,2022,Petrol,Manual,1.0,165746.0,Used,91155.16,4,41436.5,100,CREATIVE: MRI>25kmi/yr
678,Audi,A3,2011,Diesel,Automatic,2.1,149177.0,Used,11829.5,15,9945.1,100,
679,BMW,X5,2010,Petrol,Manual,4.3,160811.0,Used,65282.26,16,10050.7,100,
680,Toyota,Prius,2021,Electric,Automatic,3.1,163041.0,Used,70016.62,5,32608.2,100,CREATIVE: MRI>25kmi/yr
681,Tesla,Model X,2021,Electric,Automatic,3.0,14497.0,Like New,55708.14,5,2899.4,100,
682,Audi,Q5,2010,Petrol,Manual,5.4,254204.0,Used,68363.56,16,15887.8,100,
683,Tesla,Model Y,2021,Electric,Manual,5.5,257471.0,Like New,27200.62,5,51494.2,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr | RELATIONAL: ElecLargeEngine
684,Toyota,RAV4,2012,Hybrid,Automatic,5.5,92019.0,New,51516.2,14,6572.8,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
685,Ford,Explorer,2017,Diesel,Automatic,2.6,190326.0,New,42133.21,9,21147.3,33,STAT: New+Mileage>50k | CREATIVE: TriScore<50
686,Toyota,Prius,2001,Petrol,Automatic,4.5,109017.0,Like New,13522.26,25,4360.7,80,STAT: LikeNew+Mileage>100k
687,Mercedes,C-Class,2020,Petrol,Automatic,2.4,218220.0,Used,64427.86,6,36370.0,100,CREATIVE: MRI>25kmi/yr
688,Toyota,Corolla,2014,Diesel,Automatic,2.0,105153.0,New,52045.44,12,8762.8,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
689,Toyota,RAV4,2019,Electric,Automatic,1.9,33826.0,Used,31141.53,7,4832.3,100,
690,Mercedes,C-Class,2017,Diesel,Manual,2.7,110034.0,Used,50000.1,9,12226.0,100,
691,BMW,5 Series,2014,Diesel,Manual,3.1,84242.0,Like New,78653.31,12,7020.2,80,
692,Toyota,RAV4,2018,Electric,Manual,5.2,50100.0,New,81157.49,8,6262.5,36,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
693,Mercedes,GLC,2022,Diesel,Manual,1.6,221171.0,New,66704.98,4,55292.8,48,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
694,Audi,Q5,2023,Electric,Automatic,4.7,12809.0,Like New,49436.04,3,4269.7,100,RELATIONAL: ElecLargeEngine
695,Ford,Explorer,2011,Electric,Manual,3.7,64450.0,Used,59696.22,15,4296.7,100,RELATIONAL: ElecLargeEngine
696,Ford,Focus,2012,Diesel,Manual,2.4,111126.0,Used,41576.46,14,7937.6,100,
697,Toyota,RAV4,2021,Hybrid,Automatic,3.5,264237.0,New,17022.85,5,52847.4,45,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
698,BMW,X5,2010,Electric,Manual,2.5,44498.0,Like New,41633.96,16,2781.1,100,
699,BMW,X3,2004,Diesel,Automatic,4.0,116251.0,Like New,55381.61,22,5284.1,80,STAT: LikeNew+Mileage>100k
700,Audi,Q7,2000,Electric,Automatic,3.2,40985.0,Used,61889.23,26,1576.3,100,
701,Toyota,Corolla,2023,Hybrid,Automatic,1.8,294153.0,Used,93901.09,3,98051.0,100,CREATIVE: MRI>25kmi/yr
702,Ford,Fiesta,2002,Hybrid,Automatic,1.6,17718.0,Like New,78846.68,24,738.2,100,
703,BMW,X3,2021,Petrol,Automatic,3.7,278849.0,New,19439.29,5,55769.8,45,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
704,Toyota,Prius,2018,Electric,Manual,5.5,62598.0,Used,21547.31,8,7824.8,100,RELATIONAL: ElecLargeEngine
705,Tesla,Model 3,2022,Electric,Manual,2.7,274383.0,Like New,14547.0,4,68595.8,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
706,BMW,3 Series,2006,Diesel,Manual,4.7,46665.0,Like New,75127.26,20,2333.2,100,
707,Mercedes,C-Class,2011,Electric,Automatic,4.3,294418.0,Like New,72081.62,15,19627.9,80,STAT: LikeNew+Mileage>100k | RELATIONAL: ElecLargeEngine
709,BMW,X5,2004,Hybrid,Manual,5.1,161938.0,Used,54592.22,22,7360.8,100,
710,Ford,Focus,2014,Hybrid,Manual,3.8,153060.0,Used,83509.42,12,12755.0,100,
711,Honda,CR-V,2007,Petrol,Manual,4.3,221516.0,Used,59761.79,19,11658.7,100,
712,Tesla,Model Y,2009,Electric,Automatic,5.5,136746.0,New,88038.24,17,8043.9,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine | TREND: OldNewExpensive
713,Audi,A4,2015,Electric,Manual,3.0,201610.0,Used,73497.0,11,18328.2,100,
714,Audi,A3,2007,Petrol,Automatic,2.6,66446.0,Used,66073.98,19,3497.2,100,
715,Ford,Mustang,2000,Diesel,Automatic,1.1,29072.0,Used,58686.65,26,1118.2,100,
716,BMW,3 Series,2011,Hybrid,Manual,5.1,33717.0,Used,73682.2,15,2247.8,100,
717,Toyota,Prius,2004,Petrol,Automatic,5.0,218417.0,New,44867.12,22,9928.0,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
718,BMW,X3,2002,Petrol,Automatic,1.5,157723.0,Like New,14174.78,24,6571.8,80,STAT: LikeNew+Mileage>100k
719,Ford,Focus,2000,Electric,Automatic,3.9,109525.0,Like New,8798.68,26,4212.5,80,STAT: LikeNew+Mileage>100k | RELATIONAL: ElecLargeEngine
721,BMW,3 Series,2007,Electric,Automatic,1.6,4646.0,Used,61932.7,19,244.5,75,CREATIVE: MRI<500mi/yr
722,Audi,A3,2002,Petrol,Automatic,5.9,175403.0,Used,12490.66,24,7308.5,100,
723,Tesla,Model S,2009,Electric,Automatic,2.1,284329.0,New,32255.84,17,16725.2,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
724,Toyota,Corolla,2001,Hybrid,Manual,1.3,229728.0,Used,35593.06,25,9189.1,100,
725,Tesla,Model Y,2010,Electric,Manual,4.0,52107.0,New,58465.58,16,3256.7,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
726,Audi,Q5,2009,Petrol,Automatic,4.7,244865.0,Used,31455.83,17,14403.8,100,
727,Audi,A3,2020,Diesel,Automatic,1.2,279707.0,Used,14086.62,6,46617.8,100,CREATIVE: MRI>25kmi/yr
728,Honda,Accord,2013,Petrol,Manual,4.3,70729.0,Like New,20661.39,13,5440.7,100,
729,Honda,Civic,2006,Petrol,Manual,3.7,277845.0,Used,21525.04,20,13892.2,100,
730,Tesla,Model S,2001,Electric,Manual,1.5,200144.0,New,85056.02,25,8005.8,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | TREND: OldNewExpensive
731,Mercedes,GLC,2008,Hybrid,Manual,1.9,215494.0,Like New,32010.37,18,11971.9,80,STAT: LikeNew+Mileage>100k
732,Tesla,Model X,2015,Electric,Automatic,3.8,252615.0,New,72895.71,11,22965.0,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
733,Honda,Fit,2012,Electric,Automatic,2.5,128331.0,Like New,58944.68,14,9166.5,80,STAT: LikeNew+Mileage>100k
734,Audi,A4,2008,Diesel,Manual,5.7,160482.0,New,97818.68,18,8915.7,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | TREND: OldNewExpensive
735,Ford,Fiesta,2019,Hybrid,Manual,5.1,99280.0,Like New,30918.15,7,14182.9,80,
736,Tesla,Model S,2003,Electric,Manual,5.9,189787.0,New,20045.44,23,8251.6,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
737,Audi,A3,2021,Electric,Manual,2.3,38665.0,New,9943.59,5,7733.0,50,
738,Ford,Explorer,2009,Diesel,Automatic,5.8,278101.0,Used,27891.17,17,16358.9,100,
739,Ford,Focus,2021,Diesel,Manual,3.2,259285.0,Like New,69986.73,5,51857.0,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
740,Honda,CR-V,2011,Petrol,Manual,2.7,163947.0,Like New,13099.53,15,10929.8,80,STAT: LikeNew+Mileage>100k
741,Tesla,Model 3,2016,Electric,Manual,1.3,113828.0,Used,28246.68,10,11382.8,100,
742,BMW,3 Series,2013,Hybrid,Automatic,1.3,132698.0,New,86254.29,13,10207.5,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
744,Honda,Fit,2001,Electric,Automatic,3.3,194894.0,Like New,11604.55,25,7795.8,80,STAT: LikeNew+Mileage>100k
745,Honda,Civic,2020,Hybrid,Manual,2.1,203485.0,New,9529.9,6,33914.2,42,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
746,BMW,X5,2019,Electric,Manual,4.1,164714.0,Like New,10806.67,7,23530.6,80,STAT: LikeNew+Mileage>100k | RELATIONAL: ElecLargeEngine
747,Toyota,Prius,2010,Diesel,Manual,2.3,32356.0,Like New,94478.13,16,2022.2,100,
748,Audi,Q5,2015,Petrol,Automatic,3.9,265953.0,New,85737.79,11,24177.5,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
749,Mercedes,C-Class,2018,Electric,Automatic,2.8,297019.0,New,85269.3,8,37127.4,36,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
750,Tesla,Model 3,2022,Electric,Manual,5.1,241121.0,New,92800.59,4,60280.2,48,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
751,Mercedes,C-Class,2005,Diesel,Manual,5.1,271609.0,Used,52999.26,21,12933.8,100,
752,Audi,Q7,2023,Petrol,Automatic,3.4,197167.0,Like New,28497.74,3,65722.3,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
753,Honda,Fit,2018,Hybrid,Manual,2.8,196322.0,New,43128.06,8,24540.2,36,STAT: New+Mileage>50k | CREATIVE: TriScore<50
754,Toyota,Prius,2004,Hybrid,Manual,2.8,15250.0,Used,73292.09,22,693.2,100,
755,Honda,Accord,2003,Hybrid,Manual,5.0,46023.0,New,88223.12,23,2001.0,30,CREATIVE: TriScore<50 | TREND: OldNewExpensive
756,Ford,Fiesta,2014,Electric,Automatic,2.6,101350.0,Like New,46333.64,12,8445.8,80,STAT: LikeNew+Mileage>100k
758,Honda,Accord,2019,Hybrid,Manual,1.4,16427.0,Like New,93519.38,7,2346.7,100,
759,Audi,A3,2009,Electric,Manual,3.3,210084.0,New,15212.37,17,12357.9,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
760,Audi,A4,2023,Diesel,Manual,3.4,134511.0,New,86918.43,3,44837.0,60,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr
761,Audi,A3,2021,Diesel,Automatic,5.2,218403.0,New,20134.21,5,43680.6,45,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
762,Mercedes,E-Class,2002,Electric,Automatic,2.1,78672.0,Used,50966.83,24,3278.0,100,
763,Ford,Mustang,2004,Electric,Automatic,2.9,17300.0,Used,25750.2,22,786.4,100,
764,Audi,A3,2005,Hybrid,Manual,5.0,19659.0,Used,62280.02,21,936.1,100,
766,Mercedes,GLC,2021,Petrol,Manual,2.9,245259.0,New,41100.7,5,49051.8,45,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
767,BMW,X3,2007,Electric,Automatic,3.3,10360.0,New,87013.83,19,545.3,60,TREND: OldNewExpensive
768,Toyota,Camry,2006,Diesel,Manual,2.5,283568.0,New,67682.27,20,14178.4,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
769,Tesla,Model Y,2020,Electric,Automatic,5.7,98035.0,Used,73514.49,6,16339.2,100,RELATIONAL: ElecLargeEngine
770,Tesla,Model X,2009,Electric,Automatic,1.6,48791.0,Used,19312.68,17,2870.1,100,
771,Toyota,RAV4,2005,Petrol,Automatic,5.7,199867.0,New,88900.74,21,9517.5,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | TREND: OldNewExpensive
772,Audi,Q5,2013,Hybrid,Manual,4.4,274444.0,New,20868.82,13,21111.1,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
774,BMW,3 Series,2012,Petrol,Manual,1.2,200903.0,Like New,17165.24,14,14350.2,80,STAT: LikeNew+Mileage>100k
775,Mercedes,GLC,2019,Electric,Automatic,3.4,27209.0,New,46834.12,7,3887.0,54,
776,BMW,5 Series,2016,Diesel,Manual,3.0,283071.0,New,89332.38,10,28307.1,30,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
777,Tesla,Model 3,2022,Electric,Manual,1.8,34579.0,New,28982.51,4,8644.8,58,
778,Ford,Mustang,2006,Diesel,Manual,4.3,271176.0,Used,40506.57,20,13558.8,100,
779,Audi,A3,2003,Petrol,Manual,5.9,93254.0,New,85376.31,23,4054.5,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | TREND: OldNewExpensive
780,BMW,3 Series,2013,Diesel,Manual,3.8,113528.0,New,63692.45,13,8732.9,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
781,Mercedes,GLA,2002,Electric,Manual,4.6,223274.0,New,76403.56,24,9303.1,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
782,Tesla,Model X,2023,Electric,Automatic,1.3,238292.0,New,25330.0,3,79430.7,60,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr
783,Ford,Focus,2004,Petrol,Automatic,3.1,181026.0,New,73066.54,22,8228.5,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
784,Honda,CR-V,2015,Petrol,Manual,1.6,248342.0,Like New,26623.0,11,22576.5,80,STAT: LikeNew+Mileage>100k
785,Honda,CR-V,2022,Petrol,Automatic,4.1,219437.0,Like New,98794.83,4,54859.2,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
786,Ford,Fiesta,2019,Electric,Automatic,5.7,278076.0,New,58189.18,7,39725.1,39,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
787,Tesla,Model 3,2003,Electric,Manual,4.3,287858.0,New,71085.73,23,12515.6,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
788,Mercedes,E-Class,2023,Electric,Manual,1.4,57803.0,New,16248.15,3,19267.7,60,STAT: New+Mileage>50k
789,Ford,Mustang,2023,Diesel,Automatic,2.8,133624.0,New,28812.32,3,44541.3,60,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr
790,Audi,A3,2001,Electric,Manual,3.8,56627.0,Used,18275.36,25,2265.1,100,RELATIONAL: ElecLargeEngine
792,Honda,Fit,2018,Hybrid,Automatic,5.2,45380.0,Used,31992.91,8,5672.5,100,
793,BMW,5 Series,2018,Hybrid,Automatic,5.1,160322.0,Like New,74627.61,8,20040.2,80,STAT: LikeNew+Mileage>100k
794,Mercedes,E-Class,2016,Hybrid,Manual,4.1,199416.0,New,15327.35,10,19941.6,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
795,Honda,Fit,2013,Petrol,Automatic,2.9,146367.0,Used,76445.64,13,11259.0,100,
796,BMW,X3,2018,Petrol,Manual,2.3,272667.0,New,9341.96,8,34083.4,36,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
797,BMW,X3,2021,Electric,Manual,1.5,259125.0,New,24191.69,5,51825.0,45,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
798,Audi,A4,2023,Electric,Manual,2.8,13769.0,Like New,80236.67,3,4589.7,100,
799,Tesla,Model X,2012,Electric,Manual,3.1,112035.0,Like New,75563.78,14,8002.5,80,STAT: LikeNew+Mileage>100k
800,Toyota,Camry,2011,Diesel,Manual,4.4,175717.0,Used,50250.98,15,11714.5,100,
801,Tesla,Model Y,2005,Electric,Automatic,4.3,221815.0,Used,9748.36,21,10562.6,100,RELATIONAL: ElecLargeEngine
804,Audi,Q7,2018,Electric,Manual,1.9,234799.0,New,35070.17,8,29349.9,36,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
805,BMW,5 Series,2015,Hybrid,Manual,1.8,168157.0,New,65839.01,11,15287.0,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
806,Mercedes,GLA,2012,Diesel,Manual,5.1,144542.0,Used,46478.38,14,10324.4,100,
807,Toyota,Corolla,2003,Hybrid,Automatic,1.2,118643.0,Used,13780.0,23,5158.4,100,
809,BMW,3 Series,2016,Diesel,Manual,1.8,137877.0,Used,78956.84,10,13787.7,100,
810,Toyota,Prius,2022,Electric,Automatic,5.4,213396.0,New,10355.93,4,53349.0,48,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
811,Toyota,Prius,2000,Diesel,Manual,3.8,225956.0,Like New,54881.07,26,8690.6,80,STAT: LikeNew+Mileage>100k
812,Toyota,Corolla,2017,Petrol,Automatic,2.2,181844.0,New,12920.87,9,20204.9,33,STAT: New+Mileage>50k | CREATIVE: TriScore<50
813,Mercedes,GLA,2019,Petrol,Automatic,3.5,101422.0,Like New,84542.54,7,14488.9,80,STAT: LikeNew+Mileage>100k
814,Audi,Q7,2016,Petrol,Automatic,4.7,268774.0,Like New,63236.33,10,26877.4,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
815,Mercedes,C-Class,2014,Electric,Automatic,5.8,277845.0,New,21382.67,12,23153.8,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
